Wilaya,LAT,LON,Date,Temperature,Hemudite
Aïn_Témouchent,35.29,-1.13,2021-7-20,24.65,71.44
Aïn_Témouchent,35.29,-1.13,2021-7-21,26.12,67.44
Aïn_Témouchent,35.29,-1.13,2021-7-22,25.98,75.62
Aïn_Témouchent,35.29,-1.13,2021-7-23,29.02,59.75
Aïn_Témouchent,35.29,-1.13,2021-7-24,27.58,59.56
Aïn_Témouchent,35.29,-1.13,2021-7-25,26.62,51.56
Aïn_Témouchent,35.29,-1.13,2021-7-26,24.7,69.19
Aïn_Témouchent,35.29,-1.13,2021-7-27,25.06,73.5
Aïn_Témouchent,35.29,-1.13,2021-7-28,25.26,79.69
Aïn_Témouchent,35.29,-1.13,2021-7-29,25.9,78.62
Aïn_Témouchent,35.29,-1.13,2021-7-30,28.66,59.81
Aïn_Témouchent,35.29,-1.13,2021-7-31,25.94,57.38

Ghardaïa,32.50,3.68,2021-7-1,36.86,8.19
Ghardaïa,32.50,3.68,2021-7-2,36.74,7.5
Ghardaïa,32.50,3.68,2021-7-3,37.05,7.94
Ghardaïa,32.50,3.68,2021-7-4,38.31,8.12
Ghardaïa,32.50,3.68,2021-7-5,37.82,7.56
Ghardaïa,32.50,3.68,2021-7-6,38.41,5.88
Ghardaïa,32.50,3.68,2021-7-7,37.18,10.38
Ghardaïa,32.50,3.68,2021-7-8,36.61,10.62
Ghardaïa,32.50,3.68,2021-7-9,35.69,12.88
Ghardaïa,32.50,3.68,2021-7-10,36.47,12.69
Ghardaïa,32.50,3.68,2021-7-11,38.26,12.0
Ghardaïa,32.50,3.68,2021-7-12,37.28,15.44
Ghardaïa,32.50,3.68,2021-7-13,36.9,15.19
Ghardaïa,32.50,3.68,2021-7-14,32.74,29.56
Ghardaïa,32.50,3.68,2021-7-15,34.23,24.31
Ghardaïa,32.50,3.68,2021-7-16,36.04,12.25
Ghardaïa,32.50,3.68,2021-7-17,33.67,21.25
Ghardaïa,32.50,3.68,2021-7-18,34.67,19.75
Ghardaïa,32.50,3.68,2021-7-19,33.08,21.62
Ghardaïa,32.50,3.68,2021-7-20,32.78,20.0
Ghardaïa,32.50,3.68,2021-7-21,32.97,20.19
Ghardaïa,32.50,3.68,2021-7-22,34.1,19.81
Ghardaïa,32.50,3.68,2021-7-23,34.88,18.06
Ghardaïa,32.50,3.68,2021-7-24,34.57,19.44
Ghardaïa,32.50,3.68,2021-7-25,34.61,14.06
Ghardaïa,32.50,3.68,2021-7-26,33.92,10.56
Ghardaïa,32.50,3.68,2021-7-27,32.81,12.94
Ghardaïa,32.50,3.68,2021-7-28,33.55,14.94
Ghardaïa,32.50,3.68,2021-7-29,34.15,14.94
Ghardaïa,32.50,3.68,2021-7-30,35.17,12.19
Ghardaïa,32.50,3.68,2021-7-31,35.28,10.94

Relizane,35.73,0.55,2021-7-1,26.9,55.56
Relizane,35.73,0.55,2021-7-2,28.73,42.69
Relizane,35.73,0.55,2021-7-3,30.74,32.25
Relizane,35.73,0.55,2021-7-4,30.15,26.94
Relizane,35.73,0.55,2021-7-5,31.17,26.38
Relizane,35.73,0.55,2021-7-6,30.53,28.31
Relizane,35.73,0.55,2021-7-7,27.9,38.5
Relizane,35.73,0.55,2021-7-8,28.08,42.19
Relizane,35.73,0.55,2021-7-9,30.33,47.44
Relizane,35.73,0.55,2021-7-10,31.72,36.12
Relizane,35.73,0.55,2021-7-11,35.78,23.19
Relizane,35.73,0.55,2021-7-12,31.7,28.44
Relizane,35.73,0.55,2021-7-13,27.35,37.88
Relizane,35.73,0.55,2021-7-14,27.45,41.69
Relizane,35.73,0.55,2021-7-15,27.81,42.88
Relizane,35.73,0.55,2021-7-16,28.34,42.81
Relizane,35.73,0.55,2021-7-17,30.51,31.69
Relizane,35.73,0.55,2021-7-18,28.25,40.94
Relizane,35.73,0.55,2021-7-19,28.17,38.81
Relizane,35.73,0.55,2021-7-20,29.26,43.94
Relizane,35.73,0.55,2021-7-21,31.97,31.69
Relizane,35.73,0.55,2021-7-22,31.26,39.44
Relizane,35.73,0.55,2021-7-23,34.39,25.38
Relizane,35.73,0.55,2021-7-24,35.3,20.0
Relizane,35.73,0.55,2021-7-25,31.2,23.75
Relizane,35.73,0.55,2021-7-26,27.43,41.31
Relizane,35.73,0.55,2021-7-27,28.51,50.81
Relizane,35.73,0.55,2021-7-28,30.1,44.88
Relizane,35.73,0.55,2021-7-29,31.08,47.25
Relizane,35.73,0.55,2021-7-30,35.47,26.75
Relizane,35.73,0.55,2021-7-31,31.23,27.56
